 Rk,Pass Coverage Player,Pass Coverage Age,Pass Coverage Team,Pass Coverage Pos,Pass Coverage GAME,Pass Coverage GameStart,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Rush Yds/Tgt,Pass Rush TD,Pass Rush Rat,Pass Rush DADOT,Pass Rush Air,Pass Rush YAC,Tackles Bltz,Tackles Hrry,Tackles QBKD,additional Bats, Sk, Prss, Comb, MTkl, MTkl%,,
464,Adoree' Jackson,29,NYG,CB,14,5,0,41,20,48.8,287,14.4,7,2,88.2,12.8,195,92,0,0,0,0,0,0,28,4,12.5,JackAd00,
465,Dre'Mont Jones,27,SEA,LB,17,7,0,6,3,50,28,9.3,4.7,1,102.8,2.7,2,26,7,8,9,1,4,21,28,2,6.7,JoneDr00,
466,Calijah Kancey,23,TAM,LDE,12,12,0,1,0,0,0,0,0,39.6,4,0,0,0,3,8,0,7.5,19,28,2,6.7,KancCa00,,
467,Roy Lopez,27,ARI,NT,16,16,0,0,0,0,0,0,0,0,5,2,3,1,8,28,2,6.7,LopeRo00,,,,,,
468,Will McDonald,25,NYJ,LDE,17,15,0,2,2,100,8,4,4,0,83.3,-4,-8,16,3,14,12,3,10.5,38,28,5,15.2,McDoWi00,
469,Azeez Ojulari,24,NYG,OLB,11,5,0,2,2,100,14,7,7,0,95.8,5,10,4,10,1,2,0,6,10,28,7,20,OjulAz00,
470,Levi Onwuzurike,26,DET,DL,16,10,0,3,2,66.7,8,4,2.7,0,70.1,-4.3,-9,17,0,8,11,0,1.5,22,28,2,6.7,OnwuLe00,
471,Owen Pappoe,24,ARI,LB,16,1,0,18,14,77.8,105,7.5,5.8,0,91,3.5,38,67,11,2,0,0,0,2,28,3,9.7,PappOw00,
472,Chazz Surratt,27,NYJ,ROLB,17,5,0,6,5,83.3,41,8.2,6.8,0,95.1,1.8,10,31,13,1,1,0,0,2,28,1,3.4,SurrCh00,
473,Kayvon Thibodeaux,24,NYG,ROLB,12,12,0,0,0,0,0,0,0,12,3,10,1,5.5,20,28,3,9.7,ThibKa00,,,,,,
474,Jerry Tillery,28,MIN,LDE,17,11,0,0,0,0,0,0,0,0,3,3,0,0,6,28,0,0,TillJe00,,,,,,
475,Tommy Togiai,25,HOU,DT,8,0,0,1,1,100,-1,-1,-1,0,79.2,-5,-5,4,0,1,0,1,1.5,3,28,3,9.7,TogiTo00,
476,Levi Wallace,29,DEN,CB,13,2,0,30,20,66.7,271,13.6,9,1,106.4,8.9,138,133,1,0,0,0,0,0,28,0,0,WallLe00,
477,Felix Anudike-Uzomah,22,KAN,DE,17,3,0,1,1,100,7,7,7,0,95.8,3,3,4,0,3,4,0,2.5,10,27,2,6.9,AnudFe00,
478,Quinton Bell,28,MIA,LB,17,3,0,8,5,62.5,66,13.2,8.3,1,128.1,1,-9,75,3,1,0,0,1,2,27,3,10,BellQu00,
479,Caelen Carson,22,DAL,CB,6,5,0,33,25,75.8,360,14.4,10.9,1,120.8,10.6,208,152,0,0,0,0,0,0,27,5,15.6,CarsCa01,
480,Jordan Davis,24,PHI,RDT,17,17,0,0,0,0,0,0,0,0,0,0,2,1,1,27,3,10,DaviJo03,,,,,,
481,Morgan Fox,30,LAC,DL,17,3,0,0,0,0,0,0,0,1,4,2,1,3.5,10,27,1,3.6,FoxxMo00,,,,,,
482,Tony Jefferson,32,LAC,S,8,4,0,14,13,92.9,117,9,8.4,1,125.3,5.7,49,68,1,0,0,0,0,0,27,2,6.9,AP CPoY-16,JeffTo00
483,Naquan Jones,26,ARI,DT,12,0,0,0,0,0,0,0,0,0,2,1,2,3,6,27,1,3.6,JoneNa01,,,,,,
484,Greg Newsome II,24,CLE,CB,13,3,1,51,32,62.7,491,15.3,9.6,4,112.5,10.1,251,240,9,1,0,0,0,1,27,7,20.6,NewsGr00,
485,Tyree Wilson,24,LVR,DE,16,4,0,3,2,66.7,11,5.5,3.7,0,72.9,-3,-2,13,0,7,5,0,4.5,17,27,6,18.2,WilsTy01,
486,Joe Andreessen,24,BUF,LB,13,1,0,10,8,80,51,6.4,5.1,0,87.9,1,7,44,5,0,1,0,0,1,26,1,3.7,AndrJo02,
487,Chidobe Awuzie,29,TEN,CB,8,7,1,26,15,57.7,187,12.5,7.2,2,89.7,10.1,156,31,0,0,0,0,0,0,26,0,0,AwuzCh00,
488,Derek Barnett,28,HOU,DE,16,1,0,1,0,0,0,0,0,39.6,-7,0,0,0,3,4,0,5,12,26,1,3.7,BarnDe01,,
489,Jakorian Bennett,24,LVR,CB,10,7,0,44,23,52.3,233,10.1,5.3,0,67.7,10.8,155,78,0,0,0,0,0,0,26,5,16.1,BennJa00,
490,Tre Brown,27,SEA,CB,13,3,0,26,17,65.4,261,15.4,10,2,124,10.3,195,66,1,0,0,0,0,0,26,2,7.1,BrowTr03,
491,Byron Cowart,28,CHI,DT,15,7,0,1,1,100,23,23,23,0,118.7,0,0,23,0,2,1,0,2.5,6,26,4,13.3,CowaBy00,
492,Kaiir Elam,23,BUF,CB,13,4,0,30,21,70,240,11.4,8,1,104.9,9.1,185,55,3,0,0,0,0,0,26,1,3.7,ElamKa00,
493,Clelin Ferrell,27,WAS,LDE,14,10,0,2,2,100,16,8,8,0,100,-1.5,-3,19,1,3,5,0,3.5,12,26,1,3.7,FerrCl00,
494,Thomas Harper,24,LVR,S,15,5,1,8,3,37.5,52,17.3,6.5,0,20.8,8.3,35,17,2,0,0,0,0.5,1,26,1,3.7,HarpTh00,
495,Zach Harrison,23,ATL,DL,17,1,0,0,0,0,0,0,0,0,5,0,1,1,6,26,1,3.7,HarrZa00,,,,,,
496,Chop Robinson,21,MIA,LB,17,1,0,8,3,37.5,21,7,2.6,0,45.8,-0.4,-6,27,10,6,7,3,6,20,26,5,16.1,AP DRoY-5,RobiCh00
497,Isaiah Rodgers,26,PHI,CB,15,3,0,28,13,46.4,118,9.1,4.2,2,82.1,11.5,68,50,0,0,0,0,0,0,26,2,7.1,RodgIs00,
498,Solomon Thomas,29,NYJ,DL,16,1,0,2,1,50,-4,-4,-2,0,56.2,-2.5,-4,0,0,5,2,1,3.5,11,26,8,23.5,ThomSo00,
499,Dalvin Tomlinson,30,CLE,LDT,16,16,0,0,0,0,0,0,0,0,2,14,0,3,20,26,2,7.1,TomlDa00,,,,,,
500,James Williams,21,TEN,LB,13,1,0,7,5,71.4,37,7.4,5.3,1,123.2,2.6,15,22,3,0,0,0,0,0,26,2,7.1,WillJa15,
501,Bryan Bresee,23,NOR,DT,17,11,0,0,0,0,0,0,0,0,4,7,3,7.5,19,25,5,16.7,BresBr00,,,,,,
502,J.T. Gray,28,NOR,DB,17,0,0,1,1,100,36,36,36,1,158.3,2,2,34,1,0,0,0,0,0,25,2,7.4,AP-2,GrayJ.00
503,Daxton Hill,24,CIN,CB,5,5,0,20,13,65,125,9.6,6.3,1,99,8.3,83,42,2,0,0,0,1,1,25,4,13.8,HillDa04,
504,Tyler Lacy,25,JAX,LDT,13,8,0,1,0,0,9,9,0,64.6,-4,-4,13,0,2,1,0,0,3,25,2,7.4,LacyTy00,,
505,Alim McNeill,24,DET,RDT,14,14,0,1,1,100,15,15,15,0,118.7,2,2,13,2,11,3,1,3.5,18,25,2,7.4,McNeAl00,
506,Ben Niemann,29,DET,LB,17,4,0,12,11,91.7,147,13.4,12.3,1,145.5,3.3,26,121,22,2,0,1,0,2,25,2,7.4,NiemBe00,
507,Mike Pennel,33,KAN,NT,17,7,0,1,1,100,21,21,21,0,118.7,0,0,21,0,1,0,0,3,4,25,0,0,PennMi00,
508,Jeremiah Trotter Jr.,22,PHI,LB,17,1,0,7,5,71.4,23,4.6,3.3,0,75.3,0.6,-3,26,4,0,0,0,0.5,1,25,2,7.4,TrotJe01,
509,Nick McCloud,26,2TM,CB,15,5,0,20,18,90,262,14.6,13.1,3,158.3,8.2,146,116,4,0,0,0,0,0,25,1,3.8,McClNi00,
509,Nick McCloud,26,NYG,CB,7,5,0,12,10,83.3,179,17.9,14.9,1,146.5,13.6,146,33,3,0,0,0,0,0,14,1,6.7,McClNi00,
509,Nick McCloud,26,SFO,CB,8,0,0,8,8,100,83,10.4,10.4,2,149.5,0,0,83,1,0,0,0,0,0,11,0,0,McClNi00,
510,Evan Anderson,22,SFO,DL,12,1,0,0,0,0,0,0,0,0,0,2,0,1,3,24,2,7.7,AndeEv00,,,,,,
511,Karl Brooks,24,GNB,DL,17,0,0,1,1,100,-5,-5,-5,0,79.2,-5,-5,0,0,4,2,2,3.5,10,24,2,7.7,BrooKa00,
512,Michael Carter II,25,NYJ,CB,13,1,0,27,17,63,137,8.1,5.1,0,75.7,8.4,88,49,9,1,0,0,0,1,24,5,17.2,CartMi02,
513,Sheldon Day,30,WAS,DT,12,0,0,0,0,0,0,0,0,0,1,1,1,0,2,24,0,0,DayxSh00,,,,,,
514,Folorunso Fatukasi,29,HOU,LDT,11,11,0,2,2,100,-3,-1.5,-1.5,0,79.2,-4,-8,5,0,3,2,0,1,6,24,1,4,FatuFo00,
515,Ja'Marcus Ingram,27,BUF,CB,17,1,2,21,11,52.4,149,13.5,7.1,1,51.6,9.1,81,68,3,0,0,0,1,1,24,3,11.1,IngrJa00,
516,Benito Jones,27,MIA,RDE,17,15,0,1,1,100,6,6,6,0,91.7,-4,-4,10,0,1,2,0,0,3,24,3,11.1,JoneBe03,
517,Tyquan Lewis,29,IND,DE,10,4,0,0,0,0,0,0,0,0,4,2,0,1.5,8,24,5,17.2,LewiTy00,,,,,,
518,Cameron Mitchell,23,CLE,CB,17,1,0,36,24,66.7,276,11.5,7.7,3,117.4,7.6,151,125,3,1,0,0,0,1,24,10,29.4,MitcCa01,
519,James Smith-Williams,27,ATL,DL,10,5,0,6,5,83.3,8,1.6,1.3,0,79.2,-2,-14,22,8,0,1,0,1,2,24,0,0,SmitJa08,
520,Leonard Taylor,25,NYJ,DL,14,0,0,0,0,0,0,0,0,0,0,2,1,1.5,4,24,3,11.1,TaylLe01,,,,,,
521,Joe Tryon-Shoyinka,25,TAM,LOLB,15,11,0,11,7,63.6,23,3.3,2.1,0,67.6,1.8,-9,32,56,7,3,1,2,11,24,3,11.1,TryoJo00,
522,Milton Williams,25,PHI,DT,17,7,0,0,0,0,0,0,0,0,2,4,1,5,12,24,3,11.1,WillMi08,,,,,,
523,JD Bertrand,24,ATL,LB,12,0,0,10,9,90,103,11.4,10.3,0,109.6,2.8,25,78,6,1,0,0,1,2,23,1,4.2,BertJD00,
524,D.J. Davidson,25,NYG,DL,12,2,0,1,1,100,0,0,0,0,79.2,0,0,0,0,1,0,0,2,3,23,2,8,DaviDJ00,
525,Dane Jackson,28,CAR,CB,9,3,0,29,22,75.9,246,11.2,8.5,2,123.6,6.9,134,112,9,0,0,0,0,0,23,7,23.3,JackDa02,
526,DaQuan Jones,33,BUF,RDT,16,16,0,2,1,50,-3,-3,-1.5,0,56.2,-4.5,-5,2,0,1,4,1,2.5,8,23,2,8,JoneDa04,
527,Trevor Nowaske,26,DET,LB,14,2,1,9,8,88.9,74,9.3,8.2,0,61.3,3.9,36,38,18,4,2,0,2,8,23,1,4.2,NowaTr00,
528,Ogbonnia Okoronkwo,29,CLE,DE,16,5,0,2,2,100,16,8,8,0,100,0,0,16,8,2,4,0,3,9,23,4,14.8,OkorOg00,
529,James Pierre,28,PIT,CB,15,2,1,16,8,50,93,11.6,5.8,2,81.5,8.3,62,31,0,0,0,0,0,0,23,1,4.2,PierJa01,
530,D.J. Reader,30,DET,LDT,15,15,0,0,0,0,0,0,0,0,1,5,1,3,9,23,2,8,ReadD.00,,,,,,
531,Winston Reid,25,CLE,OLB,16,3,0,2,1,50,19,19,9.5,0,83.3,6.5,12,7,4,0,0,1,0.5,1,23,3,11.5,ReidWi01,
532,L'Jarius Sneed,27,TEN,CB,5,5,0,24,13,54.2,177,13.6,7.4,1,91.8,13.1,126,51,1,0,0,0,0,0,23,4,14.8,SneeLJ00,
533,Dondrea Tillman,26,DEN,OLB,12,0,0,2,1,50,26,26,13,0,95.8,1.5,0,26,21,5,2,0,5,12,23,3,11.5,TillDo00,
534,Chris Williams,26,CHI,DT,17,1,0,2,0,0,0,0,0,39.6,-3,0,0,0,0,4,0,3,7,23,4,14.8,WillCh08,,
535,Devonte Wyatt,26,GNB,DL,14,0,0,2,1,50,7,7,3.5,0,58.3,-1.5,-5,12,0,3,4,0,5,12,23,6,20.7,WyatDe00,
536,Joshua Uche,26,2TM,DE,13,1,0,8,7,87.5,69,9.9,8.6,0,102.6,1.4,6,63,16,3,1,0,2,6,23,3,11.5,UcheJo00,
536,Joshua Uche,26,NWE,LB,7,1,0,4,4,100,49,12.3,12.3,0,117.7,3.8,15,34,9,2,1,0,2,5,13,3,18.8,UcheJo00,
536,Joshua Uche,26,KAN,DE,6,0,0,4,3,75,20,6.7,5,0,85.4,-1,-9,29,7,1,0,0,0,1,10,0,0,UcheJo00,
537,Joey Bosa,29,LAC,ROLB,14,9,0,0,0,0,0,0,0,2,6,8,0,5,19,22,3,12,PB,BosaJo00,,,,,
538,SirVocea Dennis,24,TAM,LB,4,0,0,11,10,90.9,92,9.2,8.4,0,101.5,1.5,23,69,12,1,0,0,1,2,22,2,8.3,DennSi00,
539,Dennis Gardeck,30,ARI,OLB,7,3,1,4,3,75,18,6,4.5,0,43.7,4,9,9,10,1,1,1,3,5,22,1,4.3,GardDe01,
540,Cam Gill,27,CAR,OLB,10,0,0,3,3,100,24,8,8,0,100,4.7,14,10,9,1,4,0,0,5,22,1,4.3,GillCa00,
541,Cedric Gray,22,TEN,LB,7,0,0,1,0,0,0,0,0,39.6,4,0,0,0,0,0,0,0,0,22,1,4.3,GrayCe00,,
542,Nick Herbig,23,PIT,LB,13,5,0,7,4,57.1,35,8.8,5,0,70.5,3.7,17,18,17,6,6,0,5.5,18,22,1,4.3,HerbNi00,
543,Ja'Sir Taylor,25,LAC,DB,15,2,0,31,21,67.7,309,14.7,10,5,139.7,10.5,221,88,8,0,1,0,0,1,22,2,8.3,TaylJa04,
544,Khyiris Tonga,28,ARI,DL,13,1,0,1,1,100,5,5,5,0,87.5,5,5,0,0,0,0,0,0,0,22,1,4.3,TongKh00,
545,Nick Vigil,31,DAL,LB,16,1,0,7,7,100,40,5.7,5.7,0,90.5,-0.6,-12,52,11,0,0,0,0,0,22,1,4.3,VigiNi00,
546,Jacoby Windmon,23,CAR,LB,8,2,0,12,9,75,112,12.4,9.3,1,131.2,5.5,18,94,5,1,0,0,1.5,3,22,1,4.3,WindJa00,
547,Zachary Carter,25,2TM,DT,12,2,0,0,0,0,0,0,0,0,1,0,1,1.5,3,22,0,0,CartZa00,,,,,,
547,Zachary Carter,25,CIN,DT,4,2,0,0,0,0,0,0,0,0,1,0,0,0.5,2,9,0,0,CartZa00,,,,,,
547,Zachary Carter,25,LVR,DT,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,0,0,CartZa00,,,,,,
548,Tre'Davious White,29,2TM,DB,11,4,0,28,17,60.7,205,12.1,7.3,4,122.8,10.6,154,51,1,0,0,0,0,0,22,5,18.5,WhitTr01,
548,Tre'Davious White,29,LAR,DB,4,4,0,18,12,66.7,178,14.8,9.9,4,138.4,11.9,144,34,1,0,0,0,0,0,12,4,25,WhitTr01,
548,Tre'Davious White,29,BAL,CB,7,0,0,10,5,50,27,5.4,2.7,0,56.2,8.1,10,17,0,0,0,0,0,0,10,1,9.1,WhitTr01,
549,Nick Bellore,35,WAS,LB,16,0,0,1,1,100,2,2,2,0,79.2,-2,-2,4,0,0,0,0,0,0,21,0,0,BellNi01,
550,Austin Booker,22,CHI,DL,17,0,0,1,1,100,13,13,13,0,118.7,-2,-2,15,0,1,3,0,1.5,6,21,4,16,BookAu00,
551,Josh Butler,28,DAL,CB,5,3,0,22,15,68.2,222,14.8,10.1,1,116.1,12,129,93,0,0,0,0,1,1,21,1,4.5,ButlJo00,
552,Elijah Chatman,24,NYG,DT,17,3,0,0,0,0,0,0,0,0,1,2,0,1,4,21,0,0,ChatEl00,,,,,,
553,Charles Harris,29,CAR,OLB,9,6,0,5,5,100,60,12,12,0,116.7,2.6,13,47,15,1,4,0,3,8,21,5,19.2,HarrCh03,
554,Jalyx Hunt,23,PHI,OLB,16,1,0,0,0,0,0,0,0,3,2,1,1,1.5,5,21,1,4.5,HuntJa02,,,,,,
555,Jesse Luketa,25,ARI,OLB,10,2,0,2,2,100,27,13.5,13.5,0,118.7,-2.5,-5,32,8,1,1,1,3,5,21,3,12.5,LukeJe00,
556,Nick Niemann,27,LAC,LB,13,0,0,1,0,0,0,0,0,39.6,4,0,0,0,0,0,0,0,0,21,0,0,NiemNi00,,
557,Josh Paschal,25,DET,LDE,14,10,0,2,2,100,11,5.5,5.5,0,89.6,0.5,1,10,0,9,6,0,2,17,21,3,12.5,PascJo00,
558,Isaiah Simmons,26,NYG,S,17,1,0,15,13,86.7,139,10.7,9.3,2,144.9,3.5,45,94,16,2,1,0,0,3,21,3,12.5,SimmIs00,
559,Sione Takitaki,29,NWE,LB,11,4,0,5,5,100,32,6.4,6.4,1,132.9,2.4,12,20,7,0,0,0,0,0,21,2,8.7,TakiSi00,
560,Cory Trice,24,PIT,CB,6,1,1,22,17,77.3,163,9.6,7.4,1,93.6,6,115,48,0,0,0,0,0,0,21,1,4.5,TricCo00,
561,Payton Turner,25,NOR,DE,16,0,0,0,0,0,0,0,0,0,6,1,1,2,9,21,4,16,TurnPa02,,,,,,
562,Mykal Walker,27,WAS,OLB,17,0,0,4,4,100,44,11,11,0,112.5,3,12,32,2,0,0,0,0,0,21,1,4.5,WalkMy00,
563,Broderick Washington Jr.,28,BAL,DT,15,5,0,0,0,0,0,0,0,0,4,0,2,2,6,21,4,16,WashBr01,,,,,,
564,Baron Browning,25,2TM,OLB,13,3,0,8,6,75,43,7.2,5.4,0,87,1.8,10,33,20,7,1,0,2,10,21,6,22.2,BrowBa01,
564,Baron Browning,25,DEN,OLB,5,2,0,2,1,50,1,1,0.5,0,56.2,-4,-5,6,7,0,0,0,0,0,7,1,12.5,BrowBa01,
564,Baron Browning,25,ARI,OLB,8,1,0,6,5,83.3,42,8.4,7,0,95.8,3.7,15,27,13,7,1,0,2,10,14,5,26.3,BrowBa01,
565,Taven Bryan,28,IND,DT,17,6,0,0,0,0,0,0,0,0,2,1,0,1,4,20,1,4.8,BryaTa00,,,,,,
566,Brandon Graham,36,PHI,DE,11,1,0,1,1,100,5,5,5,0,87.5,-3,-3,8,0,4,3,2,3.5,11,20,5,20,GrahBr99,
567,Christian Harris,23,HOU,LB,3,3,0,12,11,91.7,161,14.6,13.4,0,118.7,3,36,125,11,0,0,0,1,1,20,3,13,HarrCh06,
568,James Lynch,25,TEN,DL,17,0,0,0,0,0,0,0,0,0,1,1,1,1,3,20,0,0,LyncJa00,,,,,,
569,Avonte Maddox,28,PHI,CB,17,3,0,28,15,53.6,126,8.4,4.5,1,77.4,5.9,40,86,1,0,0,1,0,0,20,1,4.8,MaddAv00,
570,Myles Murphy,22,CIN,DE,13,0,0,3,2,66.7,12,6,4,0,74.3,-0.3,-2,14,0,5,4,0,0,9,20,0,0,MurpMy00,
571,Moro Ojomo,23,PHI,DT,17,1,0,1,1,100,2,2,2,0,79.2,0,0,2,0,2,5,0,0,7,20,2,9.1,OjomMo00,
572,Jeremy Reaves,28,WAS,S,17,0,0,1,1,100,16,16,16,0,118.7,-2,-2,18,0,0,0,0,0,0,20,0,0,ReavJe00,
573,Casey Toohill,28,BUF,DE,14,1,0,0,0,0,0,0,0,0,2,0,1,1,3,20,1,4.8,ToohCa00,,,,,,
574,Dallas Turner,21,MIN,OLB,16,0,1,8,4,50,37,9.3,4.6,0,23.4,3.5,14,23,23,2,2,0,3,7,20,1,4.8,TurnDa01,
575,Brent Urban,33,BAL,DL,13,0,0,1,1,100,0,0,0,0,79.2,-3,-3,3,0,1,0,2,0,1,20,0,0,UrbaBr00,
576,Colby Wooden,24,GNB,DL,13,1,0,3,3,100,27,9,9,0,104.2,-1.3,-4,31,0,0,2,2,0,2,20,2,9.1,WoodCo01,
577,Roy Robertson-Harris,31,2TM,DT,17,2,0,1,0,0,0,0,0,39.6,-7,0,0,0,2,3,1,2,7,20,4,16.7,RobeRo00,,
577,Roy Robertson-Harris,31,JAX,DT,6,2,0,1,0,0,0,0,0,39.6,-7,0,0,0,1,2,0,2,5,7,3,30,RobeRo00,,
577,Roy Robertson-Harris,31,SEA,DT,11,0,0,0,0,0,0,0,0,0,1,1,1,0,2,13,1,7.1,RobeRo00,,,,,,
578,Jonathan Allen,29,WAS,DT,8,7,0,0,0,0,0,0,0,0,1,4,0,3,8,19,1,5,AlleJo01,,,,,,
579,D'Anthony Bell,28,CLE,S,17,1,0,1,1,100,6,6,6,0,91.7,4,4,2,4,0,1,0,0,1,19,1,5,BellDA03,
580,Jordan Elliott,27,SFO,RDT,15,13,0,1,1,100,4,4,4,0,83.3,-2,-2,6,0,0,2,0,0,2,19,0,0,ElliJo02,
581,Marcus Epps,28,LVR,S,3,3,0,13,10,76.9,105,10.5,8.1,0,99.8,5,53,52,3,0,0,0,0,0,19,7,26.9,EppsMa00,
582,Neville Gallimore,27,LAR,NT,14,4,0,0,0,0,0,0,0,0,0,1,0,0,1,19,0,0,GallNe00,,,,,,
583,Yetur Gross-Matos,26,SFO,DL,11,0,0,1,1,100,2,2,2,0,79.2,-7,-7,9,0,3,3,0,4,10,19,5,20.8,GrosYe00,
584,Aidan Hutchinson,24,DET,DL,5,5,0,3,2,66.7,29,14.5,9.7,0,97.9,-0.7,1,28,2,10,9,0,7.5,27,19,2,9.5,HutcAi00,
585,Austin Johnson,30,BUF,DT,15,1,2,1,0,0,0,0,0,0,-6,0,0,0,2,1,0,0.5,4,19,1,5,JohnAu01,,
586,Cam Jones,25,KAN,LB,17,1,0,4,4,100,48,12,12,0,116.7,1,4,44,1,1,1,0,0,2,19,2,9.5,JoneCa04,
587,Linval Joseph,36,DAL,DT,17,0,0,1,1,100,3,3,3,0,79.2,-2,-2,5,0,0,1,0,2,3,19,0,0,JoseLi99,
588,Israel Mukuamu,25,DAL,S,17,0,2,16,10,62.5,124,12.4,7.8,0,46.9,15,75,49,6,0,1,0,0,1,19,0,0,MukuIs00,
589,Zacch Pickens,24,CHI,DL,9,3,0,1,1,100,33,33,33,0,118.7,-1,-1,34,0,0,1,0,1,2,19,1,5,PickZa00,
590,Michael Pierce,32,BAL,NT,11,1,1,2,0,0,0,0,0,0,0.5,0,0,0,5,1,1,2,9,19,1,5,PierMi00,,
591,Terell Smith,25,CHI,DB,14,2,1,18,12,66.7,165,13.8,9.2,0,72.7,13.2,119,46,0,0,0,0,0,0,19,2,9.5,SmitTe05,
592,Nick Thurman,29,CAR,DT,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,9.5,ThurNi00,,,,,,
593,Devin White,26,HOU,LB,7,1,0,18,11,61.1,73,6.6,4.1,0,69.9,4.3,9,64,13,4,0,0,0,4,19,4,17.4,WhitDe02,
594,Yasir Abdullah,24,JAX,LB,14,3,0,2,1,50,16,16,8,0,77.1,-1,-2,18,4,0,1,0,0,1,18,0,0,AbduYa00,
595,Johnathan Abram,28,NOR,S,3,0,1,7,4,57.1,55,13.8,7.9,1,82.4,5.1,10,45,4,0,0,0,0,0,18,3,14.3,AbraJo01,
596,Thomas Booker,25,PHI,DT,17,1,0,0,0,0,0,0,0,0,0,0,0,1,2,18,0,0,BookTh00,,,,,,
597,Chris Braswell,23,TAM,OLB,17,0,0,3,3,100,17,5.7,5.7,0,90.3,1,3,14,22,5,5,0,1.5,12,18,1,5.3,BrasCh01,
598,Kamu Grugier-Hill,30,MIN,LB,17,1,2,20,10,50,134,13.4,6.7,0,32.1,6.3,64,70,17,1,0,0,0,1,18,3,14.3,GrugKa00,
599,Pat O'Connor,31,DET,DL,12,0,0,1,1,100,5,5,5,0,87.5,5,5,0,0,2,0,0,1,3,18,1,5.3,OConPa00,
600,Julian Okwara,27,ARI,OLB,13,1,0,11,8,72.7,88,11,8,0,96,4.3,21,67,15,2,1,0,1,4,18,5,21.7,OkwaJu00,
601,Sheldon Rankins,30,CIN,DT,7,7,0,0,0,0,0,0,0,0,1,0,0,1,2,18,3,14.3,RankSh00,,,,,,
602,Jalen Redmond,25,MIN,DL,13,2,0,2,2,100,-2,-1,-1,0,79.2,-4.5,-9,7,0,0,0,1,1,1,18,1,5.3,RedmJa01,
603,Jalyn Holmes,28,2TM,DL,16,0,0,0,0,0,0,0,0,0,0,1,0,2,3,18,0,0,HolmJa01,,,,,,
603,Jalyn Holmes,28,NYJ,DL,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,HolmJa01,,,,,,
603,Jalyn Holmes,28,WAS,DT,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,0,HolmJa01,,,,,,
604,Jamin Davis,26,2TM,LB,9,0,0,3,3,100,19,6.3,6.3,0,93.1,4.3,13,6,2,0,0,0,1,1,18,1,5.3,DaviJa11,
604,Jamin Davis,26,WAS,DE,5,0,0,2,2,100,13,6.5,6.5,0,93.7,4,8,5,1,0,0,0,0,0,13,0,0,DaviJa11,
604,Jamin Davis,26,MIN,LB,4,0,0,1,1,100,6,6,6,0,91.7,5,5,1,1,0,0,0,1,1,5,1,16.7,DaviJa11,
605,Robert Beal,25,SFO,DL,14,0,0,1,1,100,13,13,13,0,118.7,-4,-4,17,0,0,0,0,0,0,17,1,5.6,BealRo00,
606,Amari Burney,24,LVR,LB,17,0,0,7,7,100,71,10.1,10.1,0,108.9,2,14,57,10,2,0,0,1,3,17,2,10.5,BurnAm00,
607,Caleb Farley,26,CAR,CB,9,1,0,13,11,84.6,88,8,6.8,3,134.5,6.2,56,32,3,0,0,0,0,0,17,3,15,FarlCa00,
608,Demetrius Flannigan-Fowles,28,SFO,LB,12,3,1,6,6,100,94,15.7,15.7,0,79.2,2.3,14,80,7,0,0,0,0,0,17,4,19,FlanDe00,
609,Greg Gaines,28,TAM,DL,15,3,0,1,1,100,1,1,1,0,79.2,-5,-5,6,0,1,3,0,1,5,17,1,5.6,GainGr00,
610,Jake Hummel,25,LAR,LB,17,1,0,7,6,85.7,83,13.8,11.9,1,155.7,4,21,62,2,0,0,0,0,0,17,1,5.6,HummJa00,
611,Jordan Jackson,26,DEN,DL,17,0,0,0,0,0,0,0,0,0,0,1,0,1,2,17,0,0,JackJo06,,,,,,
612,Theo Jackson,26,MIN,S,17,0,1,7,4,57.1,64,16,9.1,0,48.2,11.9,50,14,7,0,0,0,0,0,17,1,5.6,JackTh00,
613,Isaiahh Loudermilk,27,PIT,DT,16,0,0,1,1,100,12,12,12,0,116.7,-6,-6,18,0,0,0,1,0,0,17,2,10.5,LoudIs00,
614,Luke Masterson,26,LVR,LB,4,2,0,8,5,62.5,65,13,8.1,0,88,9.9,41,24,6,0,0,0,0,0,17,1,5.6,MastLu00,
615,Phidarian Mathis,26,WAS,DT,12,0,0,0,0,0,0,0,0,0,1,0,1,0,1,17,0,0,MathPh00,,,,,,
616,Kaevon Merriweather,25,TAM,S,14,5,0,18,12,66.7,163,13.6,9.1,2,132.4,9.3,81,82,6,1,0,0,1,2,17,4,19,MerrKa00,
617,Von Miller,35,BUF,LB,13,0,0,0,0,0,0,0,0,7,8,2,0,6,16,17,1,5.6,MillVo00,,,,,,
618,C.J. Mosley,32,NYJ,LB,4,3,0,5,5,100,44,8.8,8.8,0,103.3,4.6,23,21,3,0,0,0,0,0,17,0,0,MoslC.00,
619,Otis Reese,26,TEN,LB,13,2,1,4,2,50,30,15,7.5,0,35.4,2.3,9,21,2,0,2,0,0,2,17,0,0,ReesOt00,
