 Rk,Pass Coverage Player,Pass Coverage Age,Pass Coverage Team,Pass Coverage Pos,Pass Coverage GAME,Pass Coverage GameStart,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Rush Yds/Tgt,Pass Rush TD,Pass Rush Rat,Pass Rush DADOT,Pass Rush Air,Pass Rush YAC,Tackles Bltz,Tackles Hrry,Tackles QBKD,additional Bats, Sk, Prss, Comb, MTkl, MTkl%
509,Bobby Brown,25,CAR,NT,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,5.3,BrowBo04,,,,
510,K'Lavon Chaisson,26,NWE,LB,11,8,0,3,2,66.7,15,7.5,5,0,78.5,4.3,7,8,7,6,6,0,6.5,19,18,3,14.3
511,Trevon Diggs,27,DAL,CB,6,4,0,16,11,68.8,191,17.4,11.9,3,148.7,13.6,152,39,2,0,0,0,0,0,18,2,10
512,Eddie Goldman,31,WAS,DT,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,10,GoldEd00,,,,
513,Deion Jones,31,TAM,MLB,11,0,0,2,2,100,22,11,11,0,112.5,8.5,17,5,2,1,0,0,0,1,18,1,5.3
514,Kerby Joseph,25,DET,S,6,6,3,15,10,66.7,127,12.7,8.5,2,92.9,12.6,77,50,1,0,0,0,0,0,18,4,18.2
515,Julian Love,27,SEA,FS,3,3,0,10,6,60,82,13.7,8.2,0,86.2,12.3,69,13,5,0,0,0,1,1,18,1,5.3
516,Darrell Luter,25,SFO,CB,12,1,0,13,7,53.8,100,14.3,7.7,0,79,9.5,87,13,0,0,0,0,0,0,18,0,0
517,Marcelino McCrary-Ball,26,NYJ,LB,4,0,0,4,3,75,34,11.3,8.5,0,100,3.5,11,23,5,0,0,0,0,0,18,2,10
518,Ruke Orhorhoro,24,ATL,DT,11,5,0,0,0,0,0,0,0,0,1,0,0,2.5,4,18,0,0,OrhoRu00,,,,
519,Elijah Ponder,23,NWE,LB,10,0,0,0,0,0,0,0,0,0,1,0,0,2,3,18,0,0,PondEl02,,,,
520,Sam Roberts,27,ATL,DT,5,1,0,0,0,0,0,0,0,0,0,1,0,1,2,18,0,0,RobeSa00,,,,
521,Darius Robinson,24,ARI,DL,9,8,0,0,0,0,0,0,0,0,1,0,0,1,2,18,1,5.3,RobiDa01,,,,
522,Charles Snowden,27,LVR,DE,9,5,1,7,6,85.7,37,6.2,5.3,0,49.1,1,5,32,3,2,1,1,1,4,18,0,0
523,Cameron Thomas,25,CLE,DE,11,0,0,0,0,0,0,0,0,0,2,2,0,2.5,8,18,0,0,ThomCa03,,,,
524,Dalvin Tomlinson,31,ARI,DT,11,11,0,1,1,100,20,20,20,0,118.7,-3,-3,23,0,1,2,1,0,3,18,0,0
525,Joshua Uche,27,PHI,OLB,11,0,0,1,0,0,0,0,0,39.6,1,0,0,3,2,1,1,1,4,18,0,0,UcheJo00
526,Nick Bosa,28,SFO,DL,3,3,0,1,1,100,-8,-8,-8,0,79.2,-8,-8,0,0,0,2,0,2,4,17,0,0
527,Karl Brooks,25,GNB,DL,11,3,0,2,1,50,20,20,10,0,85.4,-3,-4,24,0,1,4,1,0.5,6,17,3,15
528,Myles Bryant,27,HOU,CB,5,2,0,14,7,50,55,7.9,3.9,0,60.1,4.2,38,17,3,0,0,0,0,0,17,2,10.5
529,Samson Ebukam,30,IND,DE,8,1,0,4,3,75,30,10,7.5,0,95.8,2,8,22,1,1,3,0,2,6,17,1,5.6
530,Shelby Harris,34,CLE,DT,11,0,0,1,1,100,-9,-9,-9,0,79.2,-9,-9,0,0,0,2,2,0.5,3,17,2,10.5
531,James Lynch,26,TEN,DL,11,1,0,0,0,0,0,0,0,0,1,2,0,0,3,17,0,0,LyncJa00,,,,
532,Bam Martin-Scott,25,CAR,LB,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,MartBa00,,,,
533,Amen Ogbongbemiga,27,CHI,LB,4,1,0,4,4,100,31,7.8,7.8,0,99,3.8,15,16,1,0,0,0,0,0,17,1,5.6
534,Charles Omenihu,28,KAN,DE,12,0,0,3,2,66.7,10,5,3.3,0,71.5,0.7,-3,13,0,4,3,0,2,9,17,2,10.5
535,Jonathan Owens,30,CHI,S,12,0,0,4,4,100,37,9.3,9.3,0,105.2,6.5,26,11,6,0,0,0,0,0,17,0,0
536,Jarran Reed,33,SEA,NT,8,2,0,1,1,100,5,5,5,0,87.5,2,2,3,0,0,2,0,1.5,4,17,1,5.6
537,Quincy Riley,24,NOR,CB,11,2,1,25,15,60,184,12.3,7.4,1,79.4,13.5,141,43,0,0,0,0,0,0,17,2,10.5
538,Tavius Robinson,26,BAL,OLB,6,6,0,2,2,100,28,14,14,0,118.7,0,0,28,2,2,1,0,2,5,17,3,15
539,Tavierre Thomas,29,MIN,S,11,0,0,1,1,100,6,6,6,0,91.7,3,3,3,0,0,0,0,0,0,17,0,0
540,Jihad Ward,31,TEN,OLB,11,6,0,4,3,75,4,1.3,1,1,116.7,0,-6,10,11,1,9,2,3.5,14,17,1,5.6
541,Chase Young,26,NOR,DE,6,6,0,0,0,0,0,0,0,4,11,2,3,4,18,17,1,5.6,YounCh04,,,,
542,Trikweze Bridges,25,DAL,CB,11,1,1,18,10,55.6,131,13.1,7.3,2,92.6,13.3,112,19,0,0,0,0,0,0,16,1,5.9
543,Baron Browning,26,ARI,OLB,9,7,1,11,8,72.7,68,8.5,6.2,0,50.6,0.8,-2,70,18,1,3,0,2,6,16,4,20
544,Alijah Clark,22,DAL,DB,7,1,0,3,1,33.3,16,16,5.3,0,52.1,27.7,14,2,0,0,0,0,0,0,16,0,0
545,Johnathan Edwards,24,IND,CB,9,3,0,18,12,66.7,203,16.9,11.3,1,123.1,16.7,150,53,0,0,0,0,0,0,16,2,11.1
546,Tommy Eichenberg,24,LVR,LB,11,0,0,2,1,50,9,9,4.5,0,62.5,5.5,2,7,3,0,0,0,0,0,16,0,0
547,Malik Harrison,27,PIT,OLB,5,4,0,5,4,80,33,8.3,6.6,0,94.2,1.6,8,25,3,0,0,0,0,0,16,5,23.8
548,Trey Hendrickson,31,CIN,DE,7,7,0,0,0,0,0,0,0,0,3,5,1,4,12,16,2,11.1,HendTr00,,,,
549,Jonathan Jones,32,WAS,CB,7,2,0,12,8,66.7,133,16.6,11.1,0,103.8,14.8,81,52,0,0,0,0,1,1,16,2,11.1
550,Chris Lammons,29,IND,CB,8,1,1,14,9,64.3,48,5.3,3.4,0,40.2,6.5,31,17,3,0,0,0,0,0,16,2,11.1
551,Boye Mafe,27,SEA,LB,11,4,0,3,3,100,36,12,12,0,116.7,-0.3,-1,37,5,9,3,1,1,13,16,2,11.1
552,Haason Reddick,31,TAM,OLB,7,7,0,6,4,66.7,31,7.8,5.2,0,79.2,2,3,28,16,2,3,0,1.5,7,16,2,11.1
553,Troy Reeder,31,LAR,LB,11,1,0,3,2,66.7,11,5.5,3.7,1,112.5,2.7,3,8,0,0,0,0,0,0,16,0,0
554,T'Vondre Sweat,24,TEN,NT,6,6,0,1,1,100,7,7,7,0,95.8,-3,-3,10,0,1,0,1,2,3,16,1,5.9
555,Rodney Thomas II,27,IND,S,11,0,0,7,4,57.1,67,16.8,9.6,0,89.6,13.4,53,14,0,0,0,0,0,0,16,0,0
556,Princely Umanmielen,23,CAR,OLB,11,0,0,3,3,100,30,10,10,0,108.3,3,9,21,3,0,2,0,1.5,4,16,1,5.9
557,Charvarius Ward,29,IND,CB,5,5,0,32,18,56.3,204,11.3,6.4,1,85.9,9.1,139,65,0,0,0,0,0,0,16,5,23.8
558,Darnell Savage Jr.,28,2TM,S,10,0,0,16,12,75,114,9.5,7.1,3,133.9,8.8,55,59,1,1,0,0,0,1,16,4,20
559,Darnell Savage Jr.,28,JAX,S,2,0,0,2,1,50,10,10,5,0,64.6,18.5,10,0,0,0,0,0,0,0,1,1,50
560,Darnell Savage Jr.,28,WAS,S,8,0,0,14,11,78.6,104,9.5,7.4,3,137.2,7.4,45,59,1,1,0,0,0,1,15,3,16.7
561,Zaire Barnes,26,NYG,LB,6,0,0,8,6,75,42,7,5.3,1,126,2.5,7,35,1,0,0,0,0,0,15,1,6.3
562,Da'Shawn Hand,30,LAC,DL,7,7,0,1,0,0,0,0,0,39.6,-8,0,0,0,2,3,0,1,6,15,1,6.3,HandDa00
563,Darnay Holmes,27,LVR,CB,10,0,0,22,16,72.7,190,11.9,8.6,1,113.8,10.3,121,69,6,1,0,0,0,1,15,1,6.3
564,Jalyn Holmes,29,WAS,DE,7,3,0,0,0,0,0,0,0,0,0,1,0,0,1,15,1,6.3,HolmJa01,,,,
565,Travis Hunter,22,JAX,WR,7,4,0,18,9,50,106,11.8,5.9,0,68.3,7.7,77,29,0,0,0,0,0,0,15,0,0
566,Mike Morris,24,SEA,DE,11,0,0,3,2,66.7,11,5.5,3.7,0,72.9,-3,-4,15,0,0,1,1,0,1,15,0,0
567,Josh Newton,25,CIN,CB,12,2,0,21,13,61.9,167,12.8,8,2,118.6,9,70,97,0,0,0,0,0,0,15,10,40
568,Trevor Nowaske,27,DET,LB,10,0,0,0,0,0,0,0,0,3,0,0,0,1,1,15,0,0,NowaTr00,,,,
569,Josaiah Stewart,22,LAR,OLB,11,0,0,6,3,50,13,4.3,2.2,0,56.2,0.8,3,10,5,0,3,1,2,5,15,1,6.3
570,Azareye'h Thomas,21,NYJ,CB,10,3,0,18,8,44.4,139,17.4,7.7,1,89.8,16.4,98,41,1,0,0,0,0,0,15,1,6.3
571,Jeremiah Trotter Jr.,23,PHI,LB,12,0,0,1,1,100,5,5,5,0,87.5,-4,-4,9,0,0,0,0,0,0,15,1,6.3
572,Kyle Van Noy,34,BAL,OLB,10,9,0,1,1,100,9,9,9,0,104.2,5,5,4,3,6,5,1,2,13,15,2,11.8
573,Byron Young,25,PHI,DT,12,1,0,0,0,0,0,0,0,0,1,1,0,0,2,15,0,0,YounBy00,,,,
574,Michael Carter II,26,2TM,CB,9,4,0,15,9,60,163,18.1,10.9,0,97.4,5,26,137,6,1,0,0,0,1,15,4,21.1
575,Michael Carter II,26,NYJ,CB,5,4,0,12,8,66.7,156,19.5,13,0,109.7,6.3,32,124,6,1,0,0,0,1,14,4,22.2
576,Michael Carter II,26,PHI,CB,4,0,0,3,1,33.3,7,7,2.3,0,42.4,0,-6,13,0,0,0,0,0,0,1,0,0
577,Julius Brents,25,MIA,CB,7,2,0,10,6,60,44,7.3,4.4,0,70.4,9.9,31,13,0,0,0,0,0,0,14,2,12.5
578,Jordan Burch,24,ARI,OLB,11,0,0,1,1,100,33,33,33,0,118.7,24,24,9,8,4,0,1,1,5,14,3,17.6
579,Damone Clark,25,DAL,LB,8,2,0,2,1,50,4,4,2,0,56.2,10,4,0,4,0,0,0,0,0,14,1,6.7
580,Michael Danna,28,KAN,DE,10,9,1,1,1,100,3,3,3,0,39.6,-3,-3,6,0,0,2,0,1,3,14,1,6.7
581,Bud Dupree,32,LAC,OLB,11,4,0,8,4,50,16,4,2,0,56.2,-0.3,-12,28,6,1,0,1,1,2,14,2,12.5
582,Jonah Elliss,22,DEN,OLB,8,0,0,2,2,100,8,4,4,0,83.3,-3.5,-7,15,12,4,1,0,1,6,14,0,0
583,Jake Hansen,27,HOU,LB,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,6.7,HansJa01,,,,
584,Ty'Ron Hopper,24,GNB,LB,12,1,0,2,0,0,0,0,0,39.6,-2,0,0,0,0,0,0,0,0,14,0,0,HoppTy00
585,Dylan Horton,25,HOU,DE,10,0,0,0,0,0,0,0,0,0,1,3,0,0.5,5,14,2,12.5,HortDy00,,,,
586,Matt Judon,33,MIA,OLB,10,1,0,0,0,0,0,0,0,6,3,1,0,0,4,14,1,6.7,JudoMa00,,,,
587,Khalil Mack,34,LAC,OLB,7,6,0,1,1,100,3,3,3,0,79.2,3,3,0,5,3,1,0,4,8,14,3,17.6
588,Arthur Maulet,32,DET,CB,6,0,1,17,12,70.6,139,11.6,8.2,1,90.1,7.9,110,29,4,0,0,0,0,0,14,0,0
589,Cooper McDonald,24,KAN,LB,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,6.7,McDoCo01,,,,
590,Emmanuel Ogbah,32,JAX,DL,10,3,0,1,1,100,8,8,8,0,100,4,4,4,0,2,3,0,0.5,6,14,0,0
591,Jeff Okudah,26,MIN,CB,6,0,0,12,11,91.7,175,15.9,14.6,1,146.5,14,147,28,1,0,0,0,0,0,14,0,0
592,Tim Settle,28,HOU,DT,11,11,0,1,1,100,3,3,3,0,79.2,-4,-4,7,0,0,0,3,1,1,14,6,30
593,Corey Thornton,25,CAR,CB,12,0,0,16,9,56.3,81,9,5.1,0,70.1,10.2,52,29,1,0,0,0,0,0,14,2,12.5
594,Brent Urban,34,BAL,DL,10,4,0,0,0,0,0,0,0,0,0,0,0,0.5,1,14,0,0,UrbaBr00,,,,
595,Darius Alexander,25,NYG,DT,11,2,0,0,0,0,0,0,0,0,2,1,1,2.5,6,13,2,13.3,AlexDa01,,,,
596,Alex Austin,24,NWE,CB,12,2,0,12,10,83.3,142,14.2,11.8,1,143.7,13.4,117,25,1,0,0,0,0,0,13,3,18.8
597,D'Anthony Bell,29,SEA,S,10,2,0,2,2,100,18,9,9,0,104.2,7.5,15,3,2,0,0,0,0.5,1,13,2,13.3
598,Austin Booker,23,CHI,DL,5,4,0,0,0,0,0,0,0,0,3,1,0,1,5,13,0,0,BookAu00,,,,
599,Micheal Clemons,28,NYJ,DL,11,4,0,0,0,0,0,0,0,0,3,2,1,0,5,13,4,23.5,ClemMi03,,,,
600,Jaylen Harrell,23,TEN,OLB,11,0,0,3,3,100,28,9.3,9.3,0,105.6,3.3,10,18,0,0,1,0,0.5,2,13,0,0
601,Elijah Hicks,26,CHI,DB,12,0,0,3,2,66.7,17,8.5,5.7,0,81.2,12.3,13,4,2,0,0,0,0,0,13,0,0
602,Jordan Howden,25,NOR,DB,10,0,0,5,4,80,38,9.5,7.6,0,98.3,4.6,-1,39,0,0,0,0,0,0,13,1,7.1
603,Jake Hummel,26,BAL,LB,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,HummJa00,,,,
604,Anfernee Jennings,28,NWE,LB,9,0,0,1,1,100,5,5,5,0,87.5,-4,-4,9,4,0,1,0,1,2,13,1,7.1
605,DaQuan Jones,34,BUF,DT,8,8,0,0,0,0,0,0,0,0,3,4,1,3,10,13,1,7.1,JoneDa04,,,,
606,Von Miller,36,WAS,LB,11,1,0,2,2,100,9,4.5,4.5,0,85.4,-3,-6,15,6,3,2,0,5,12,13,2,13.3
607,Benjamin Morrison,21,TAM,CB,7,0,0,23,14,60.9,250,17.9,10.9,2,127.1,14.5,152,98,2,0,0,0,0,0,13,2,13.3
608,Patrick O'Connell,27,SEA,LB,3,0,0,6,5,83.3,31,6.2,5.2,0,88.2,4.8,28,3,1,0,0,0,1,1,13,0,0
609,CJ Okoye,24,BAL,DL,9,0,0,1,0,0,0,0,0,39.6,-3,0,0,0,0,1,1,0,1,13,0,0,OkoyCJ00
610,Oluwafemi Oladejo,22,TEN,OLB,6,2,0,4,4,100,34,8.5,8.5,0,102.1,1.8,7,27,1,1,2,0,0,3,13,2,13.3
611,James Pearce,22,ATL,DE,11,3,0,5,1,20,15,15,3,0,39.6,0,-6,21,21,7,4,0,4,16,13,1,7.1
612,Del'Shawn Phillips,29,LAC,LB,11,0,0,1,0,0,0,0,0,39.6,4,0,0,0,0,0,0,0,0,13,1,7.1,PhilDe00
613,Dominique Robinson,27,CHI,DL,9,0,0,3,3,100,53,17.7,17.7,0,118.7,3.7,11,42,0,0,1,0,1.5,3,13,1,7.1
614,Tremon Smith,29,HOU,CB,11,0,0,11,4,36.4,30,7.5,2.7,0,44.9,13.4,23,7,0,0,0,0,0,0,13,1,7.1
615,Dawuane Smoot,30,JAX,DE,11,0,0,2,0,0,0,0,0,39.6,-5.5,0,0,0,1,2,0,1,4,13,1,7.1,SmooDa00
616,Tyleik Williams,22,DET,DT,12,9,0,0,0,0,0,0,0,0,0,1,3,0,1,13,2,13.3,WillTy02,,,,
617,Krys Barnes,27,CAR,LB,3,1,0,2,2,100,20,10,10,0,108.3,2,4,16,1,0,0,0,0,0,12,2,14.3
618,Leonard Floyd,33,ATL,DE,9,9,0,1,1,100,15,15,15,0,118.7,-3,-3,18,7,5,6,1,1.5,13,12,3,20
619,Marcus Harris,24,TEN,CB,10,1,0,12,6,50,59,9.8,4.9,0,64.2,8.8,32,27,3,2,0,0,0,2,12,0,0
620,Adin Huntington,23,CLE,DT,10,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,12,1,7.7,HuntAd00,,,,
621,Benito Jones,28,MIA,DT,10,6,0,0,0,0,0,0,0,0,1,0,0,1,2,12,2,14.3,JoneBe03,,,,
622,Marshawn Kneeland,24,DAL,DE,7,3,0,1,1,100,25,25,25,0,118.7,-4,-4,29,0,1,0,0,1,2,12,4,25
623,LaCale London,28,ATL,DL,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,12,1,7.7,LondLa00,,,,
624,Caleb Murphy,26,LAC,OLB,6,0,0,1,1,100,4,4,4,0,83.3,-2,-2,6,1,1,0,0,0.5,2,12,1,7.7
625,Ed Oliver,28,BUF,DT,3,3,0,0,0,0,0,0,0,0,0,1,0,3,4,12,0,0,OlivEd00,,,,
626,DeMarvion Overshown,25,DAL,LB,3,3,0,8,8,100,18,2.3,2.3,0,79.2,-1.9,-15,33,1,0,0,0,0,0,12,0,0
627,Dell Pettus,24,NWE,S,12,0,0,8,5,62.5,49,9.8,6.1,0,79.7,5.5,28,21,1,0,0,0,0,0,12,0,0
628,Nehemiah Pritchett,24,SEA,CB,11,0,0,9,6,66.7,80,13.3,8.9,3,134.3,8.6,66,14,0,0,0,0,0,0,12,0,0
629,Jaylen Reed,22,HOU,S,6,0,0,7,7,100,93,13.3,13.3,0,118.7,3.9,27,66,1,0,0,0,0,0,12,1,7.7
630,Preston Smith,33,WAS,DE,7,0,0,1,1,100,2,2,2,0,79.2,-2,-2,4,0,1,1,0,0,2,12,0,0
631,Jerry Tillery,29,KAN,DL,12,3,0,0,0,0,0,0,0,0,0,0,0,1,1,12,3,20,TillJe00,,,,
632,Kindle Vildor,28,TAM,CB,6,1,1,14,9,64.3,101,11.2,7.2,1,79.8,7.4,65,36,0,0,0,0,0,0,12,1,7.7
633,CJ West,23,SFO,DT,9,0,0,1,1,100,4,4,4,0,83.3,-4,-4,8,1,1,0,0,0,1,12,0,0
634,Yahya Black,23,PIT,DE,11,1,0,0,0,0,0,0,0,0,1,1,0,0,2,11,1,8.3,BlacYa00,,,,
635,Ethan Bonner,26,MIA,CB,8,0,0,6,3,50,72,24,12,1,133.3,12.3,50,22,0,0,0,0,0,0,11,1,8.3
636,Matthew Butler,26,MIA,DT,10,1,0,0,0,0,0,0,0,0,1,2,0,0,3,11,1,8.3,ButlMa02,,,,
637,Percy Butler,25,WAS,S,10,1,0,2,2,100,39,19.5,19.5,0,118.7,8,16,23,1,0,0,0,0,0,11,0,0
638,Sheldon Day,31,WAS,DT,5,0,0,0,0,0,0,0,0,0,1,1,0,0,2,11,0,0,DayxSh00,,,,
639,Joshua Farmer,22,NWE,DT,10,1,0,1,0,0,0,0,0,39.6,-5,0,0,0,0,0,0,0,0,11,0,0,FarmJo00
640,Dante Fowler,31,DAL,DE,12,9,0,1,1,100,4,4,4,0,83.3,0,0,4,4,6,7,2,3,16,11,0,0
641,Will Harris,30,WAS,FS,3,3,0,6,4,66.7,51,12.8,8.5,1,132.6,8.8,38,13,2,0,0,0,0,0,11,1,8.3
642,Xavien Howard,32,IND,CB,4,4,0,21,14,66.7,176,12.6,8.4,2,124.3,9.4,116,60,0,0,0,0,0,0,11,1,8.3
643,Carl Jones,24,CHI,LB,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,JoneCa05,,,,
644,Arden Key,29,TEN,OLB,7,5,0,2,2,100,4,2,2,0,79.2,-1.5,-3,7,3,0,4,0,4,9,11,1,8.3
645,Rayuan Lane,22,JAX,S,11,0,0,1,0,0,0,0,0,39.6,36,0,0,0,0,0,0,0,0,11,0,0,LaneRa00
646,Braiden McGregor,24,NYJ,DE,9,0,0,2,2,100,46,23,23,0,118.7,-3.5,-7,53,2,2,1,1,1,4,11,3,21.4
647,Alim McNeill,25,DET,DL,6,6,0,1,1,100,1,1,1,0,79.2,-4,-4,5,0,2,0,1,0,2,11,2,15.4
648,Tyler Owens,24,WAS,S,11,1,0,5,5,100,102,20.4,20.4,2,158.3,11.6,58,44,3,0,0,0,0,0,11,1,8.3
649,Jabrill Peppers,30,PIT,S,8,1,0,7,4,57.1,37,9.3,5.3,1,111.3,3.1,14,23,0,0,0,0,0,0,11,1,8.3
650,Elijah Roberts,24,TAM,DL,11,4,0,0,0,0,0,0,0,0,3,2,3,2,8,11,0,0,RobeEl01,,,,
651,Maason Smith,23,JAX,DT,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,1,8.3,SmitMa07,,,,
652,Javon Solomon,24,BUF,DE,11,0,0,1,1,100,4,4,4,0,83.3,-3,-3,7,0,0,1,0,1,2,11,0,0
653,Lukas Van Ness,24,GNB,DL,6,1,0,0,0,0,0,0,0,0,4,4,0,1.5,10,11,0,0,VanNLu00,,,,
654,Tyrus Wheat,26,DET,DE,10,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,11,0,0,WheaTy02,,,,
655,Chris Williams,27,CHI,DT,9,0,0,0,0,0,0,0,0,0,0,1,0,1,2,11,0,0,WillCh08,,,,
656,Derek Barnett,29,HOU,DE,11,0,0,0,0,0,0,0,0,0,2,2,0,2,6,10,1,9.1,BarnDe01,,,,
657,Jeffrey Bassa,23,KAN,LB,12,0,0,1,1,100,9,9,9,0,104.2,3,3,6,0,0,0,0,0,0,10,0,0
658,Terrell Burgess,27,NOR,S,10,1,0,4,1,25,29,29,7.3,0,57.3,18,22,7,1,0,0,0,0,0,10,0,0
659,Jack Cochrane,26,KAN,LB,12,0,1,1,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,10,0,0,CochJa00
660,Greg Gaines,29,TAM,DL,11,4,0,1,1,100,28,28,28,0,118.7,4,4,24,0,0,0,0,1,1,10,2,16.7
661,Willie Gay Jr.,27,MIA,LB,11,2,0,4,3,75,19,6.3,4.8,0,84.4,4,11,8,6,0,0,0,1,1,10,0,0
662,DeMarcco Hellams,25,ATL,S,10,0,0,1,1,100,7,7,7,0,95.8,-5,-5,12,0,0,0,0,0,0,10,1,9.1
663,Noah Igbinoghene,26,WAS,CB,9,0,0,7,4,57.1,66,16.5,9.4,0,89,16.4,55,11,0,0,0,0,0,0,10,0,0
664,Jaylon Jones,28,CHI,CB,10,1,0,3,3,100,33,11,11,0,112.5,8.7,26,7,0,0,0,0,0,0,10,0,0
665,Naquan Jones,27,LAC,DL,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,9.1,JoneNa01,,,,
666,Avonte Maddox,29,DET,CB,10,0,0,6,4,66.7,40,10,6.7,1,125,12.2,32,8,0,0,0,0,0,0,10,0,0
667,Nick Martin,23,SFO,LB,6,0,0,3,3,100,21,7,7,0,95.8,2,6,15,0,0,0,0,0,0,10,0,0
668,Tristin McCollum,26,LVR,S,10,0,0,5,3,60,28,9.3,5.6,0,75.4,12.6,15,13,1,0,0,0,0,0,10,2,16.7
669,Donovan McMillon,23,CLE,S,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,McMiDo00,,,,
670,Pat O'Connor,32,DET,DL,8,3,0,0,0,0,0,0,0,0,1,0,1,0,1,10,0,0,OConPa00,,,,
671,David Ojabo,25,BAL,OLB,9,0,0,0,0,0,0,0,0,2,1,1,0,0.5,3,10,2,16.7,OjabDa00,,,,
672,Za'Darius Smith,33,PHI,OLB,5,2,0,1,1,100,5,5,5,0,87.5,-1,-1,6,1,3,0,0,1.5,5,10,1,9.1
673,Nazir Stackhouse,23,GNB,DT,12,0,0,1,1,100,10,10,10,0,108.3,-1,-1,11,0,0,0,0,0,0,10,0,0
674,Dorian Strong,23,BUF,CB,4,1,0,6,4,66.7,61,15.3,10.2,0,100,5.3,10,51,1,0,0,0,0,0,10,0,0
675,Jay Tufele,26,NYJ,DT,8,1,0,0,0,0,0,0,0,0,3,0,0,0,3,10,2,16.7,TufeJa00,,,,
676,Josh Wallace,25,LAR,CB,11,0,0,7,6,85.7,54,9,7.7,0,98.8,3.7,29,25,2,1,0,0,0,1,10,0,0
677,Josh Woods,29,ATL,LB,8,0,0,3,3,100,34,11.3,11.3,0,113.9,2,6,28,0,0,0,0,0,0,10,1,9.1
678,Trevis Gipson,28,2TM,OLB,8,0,0,2,1,50,6,6,3,0,56.2,-1,-5,11,0,0,0,0,0,0,10,1,9.1
679,Trevis Gipson,28,SFO,DL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,33.3,GipsTr00,,,,
680,Trevis Gipson,28,CAR,OLB,4,0,0,2,1,50,6,6,3,0,56.2,-1,-5,11,0,0,0,0,0,0,8,0,0
681,Tyler Baron,24,NYJ,DL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,BaroTy00,,,,
682,Zeek Biggers,22,MIA,DT,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,9,0,0,BiggZe01,,,,
683,Christian Braswell,26,JAX,CB,11,0,0,16,8,50,87,10.9,5.4,0,66.4,12.7,70,17,0,0,0,0,0,0,9,1,10
684,Alfred Collins,24,SFO,DT,11,0,0,0,0,0,0,0,0,0,1,3,0,0,4,9,1,10,CollAl01,,,,
685,Kitan Crawford,24,ARI,S,10,0,0,3,1,33.3,3,3,1,0,42.4,8.7,1,2,0,0,0,0,0,0,9,0,0
686,Jordan Hancock,22,BUF,DB,7,0,0,8,5,62.5,126,25.2,15.8,0,106.2,18,93,33,0,0,0,0,0,0,9,1,10
687,Tyrion Ingram-Dawkins,22,MIN,DL,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,2,18.2,IngrTy00,,,,
688,Patrick Jones II,27,CAR,OLB,4,4,0,2,2,100,39,19.5,19.5,0,118.7,4,8,31,0,4,1,1,1,6,9,0,0
689,Jason Marshall,23,MIA,CB,6,0,0,12,9,75,119,13.2,9.9,1,133.7,11.6,63,56,4,0,1,0,0,1,9,1,10
690,Shavon Revel,24,DAL,CB,3,1,0,6,5,83.3,62,12.4,10.3,0,109.7,8.8,35,27,0,0,0,0,0,0,9,0,0
691,Chop Robinson,22,MIA,LB,10,0,0,2,2,100,13,6.5,6.5,0,93.7,4,8,5,5,4,1,0,1,6,9,2,18.2
692,Cameron Sample,26,CIN,DE,9,0,0,3,3,100,14,4.7,4.7,1,125.7,-1.3,-4,18,0,2,2,0,0,4,9,2,18.2
693,Joe Tryon-Shoyinka,26,CLE,DE,8,0,0,1,1,100,7,7,7,0,95.8,-4,-4,11,0,2,1,0,0,3,9,0,0
694,Mykal Walker,28,NYJ,LB,8,3,0,2,1,50,6,6,3,0,56.2,0.5,2,4,1,0,0,0,0,0,9,0,0
695,Warren Brinson,23,GNB,DL,6,0,0,0,0,0,0,0,0,0,1,0,0,0.5,2,8,0,0,BrinWa00,,,,
696,Natrone Brooks,26,ATL,CB,11,1,0,9,6,66.7,133,22.2,14.8,1,146.8,15.6,113,20,0,0,0,0,0,0,8,1,11.1
697,D.J. Davidson,26,NYG,DL,12,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,0,0,DaviDJ00,,,,
698,Ashton Dulin,28,IND,WR,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,DuliAs00,,,,
